Date,GLD,KWEB,QQQ,URA,VOO,VT
2016-01-05,0.00281458831856644,0.011515351336120572,-0.001736722887513465,-0.005772028016265324,0.0017892367638894936,0.00017637803378494144
2016-01-06,0.014337487598989632,-0.003238024111949142,-0.009651798047232298,-0.023427256836783015,-0.012754122146320778,-0.014936039643342988
2016-01-07,0.014040676150811138,-0.054427479296009565,-0.03181409197207956,-0.03928027809136886,-0.024657073501010273,-0.023564693968009736
2016-01-08,-0.0044375394222030354,-0.0021427927599464414,-0.008234651934112278,0.0130123318294826,-0.010683226023206108,-0.011807897585706887
2016-01-11,-0.008934594646018349,-0.02578364911785418,0.003071574867814662,-0.016871458337007355,0.0001137890114218245,0.0005562312996971056
2016-01-12,-0.0050729832368576954,0.016156384096153435,0.011531068291756331,-0.006206491695014541,0.008261364848194942,0.005549583712090994
2016-01-13,0.004882048039545079,-0.027816109446580282,-0.03509820892703985,-0.030017849519110778,-0.024761381056749455,-0.02257380400552112
2016-01-14,-0.016367021706295802,0.025503373831904597,0.02107216072320663,-0.010479980597140797,0.01610195647314897,0.0160963765512281
2016-01-15,0.01023674024483427,-0.03895460060293837,-0.03152877706652901,-0.037148257924508384,-0.02166319774425355,-0.0284363028701947
2016-01-19,-0.0009612465570264486,0.015823632698923843,0.0021793033692521844,-0.0016835320844160002,0.0011034331826184724,0.003051735200445977
2016-01-20,0.013279386437522704,-0.015823632698923857,-0.003072448371920333,-0.012717482868838944,-0.011789986334609636,-0.01612622413126767
2016-01-21,0.00113814976565955,0.008987486283309136,0.0009922072905476252,0.01775960006519764,0.004860875784456311,0.0057892908402235365
2016-01-22,-0.004655791285644273,0.012448333178977224,0.028542775744292558,0.028100973462804813,0.02030094443860535,0.0247068583830522
2016-01-25,0.010233193541102439,-0.0011790033450216585,-0.014951855153336944,-0.018922772926490878,-0.01494012932186479,-0.0157039191240973
2016-01-26,0.011341913483231932,-0.007696658743276343,0.00895917438869208,0.022177296560899788,0.013450458031292686,0.016642034406094207
2016-01-27,0.0037212948296183107,-0.020718534853572987,-0.02523100668734912,-0.005702603116688193,-0.01141834510153554,-0.009043147440907257
2016-01-28,-0.0107362419293496,-0.008837386507650875,0.014019561503506528,0.027399035740815928,0.005437159236623165,0.0034005798275828897
2016-01-29,0.0038408969118528882,0.0289613379254195,0.02066709078652958,0.014207070141957006,0.025007533472803364,0.022749720286922553
2016-02-01,0.010232704202856196,-0.0068626624933651615,0.0026856318679395566,0.005470946036693127,-0.0009003224929450193,0.0012894014608490626
2016-02-02,0.00037006835108891606,-0.02424373049698241,-0.0218830826933299,-0.020473311836931542,-0.018298113325492662,-0.0240391217477716
2016-02-03,0.010674654427775114,-0.00921411229257533,-0.004808572230309987,0.022808738579850295,0.0058321677233669,0.009012585650685346
2016-02-04,0.012009967818587527,0.005834242279497034,-9.827294010737381e-05,0.002330088211862368,0.0012539629717765336,0.0020541551773571205
2016-02-05,0.015703135766193033,-0.035080209687150324,-0.03534447921841621,-0.009353002958745445,-0.018970561552398155,-0.017310299142117853
2016-02-08,0.013354185862515874,-0.031738672632878925,-0.015405240164436857,-0.039941484433222436,-0.013849610711261921,-0.01626361655572429
2016-02-09,-0.002198672852432284,-0.012249677851891018,-0.0031100571028114497,-0.03482946180417995,0.00029395139312904134,-0.007162506424114764
2016-02-10,0.007717958411726099,0.007962953192848312,0.003834063993064891,0.0008434850910265114,-0.000647192582711982,0.0005819907237442992
2016-02-11,0.03940213823727399,-0.024081320807149816,-0.001448878985053558,-0.01958303929618673,-0.012915786527824978,-0.013488375263438204
2016-02-12,-0.00589671453081662,0.02408132080714981,0.015110704053947892,0.03381526326200999,0.020305329379838425,0.017558293506737835
2016-02-16,-0.030800736245396157,0.0618290945034624,0.02229595986059569,0.019753752747330117,0.0166307862249119,0.018204828191464684
2016-02-17,0.006167287420776475,0.019991444391006502,0.02239502172838648,0.030499861436200294,0.016245710856647597,0.01937045351304564
2016-02-18,0.024041860433202913,-0.010407239056437959,-0.011480102881808634,-0.003167227217717408,-0.00424968098697932,-0.004292855583244006
2016-02-19,-0.006020275750380445,0.0143580711560823,0.0029560293440034527,-0.0007930869689416327,-0.00022671285922066094,-0.001310094377897645
2016-02-22,-0.01793504091705753,0.02367855774912466,0.016105143748349895,0.025079817146327482,0.014210760251967679,0.015057349009569792
2016-02-23,0.014868593832169054,-0.021255124512393767,-0.016596912100817148,-0.025079817146327423,-0.01262196080185712,-0.014121252015552468
2016-02-24,0.003321549590506587,0.00392577775178536,0.00950359842522976,-0.0015885909910047802,0.0046953655280890395,0.0007483898197306807
2016-02-25,0.002632341860518043,-0.025642437230389226,0.009800620916158844,-0.011995293966460258,0.011950139440123944,0.01078671038542
2016-02-26,-0.006892743647260338,0.015342394142229071,-0.0012560270684120382,0.005615785261628608,-0.0018423691206419467,-0.0012958090638040237
2016-02-29,0.012980023419282503,-0.003355275252026318,-0.009032350382704191,0.007174066935416322,-0.008979250243375942,-0.006503908048956128
2016-03-01,-0.007360151335800538,0.020563182410051867,0.031593379985492435,0.017323263901657206,0.02433767893510067,0.02503809773108559
2016-03-02,0.007697256644730053,0.0041816925431518,0.0003778887641634491,0.007001268718990111,0.004227495018448455,0.006524199668927658
2016-03-03,0.017125877155555313,-0.0032841526322593116,-0.0018916518341071111,0.03128832088477107,0.0036637912746495488,0.008274962002370812
2016-03-04,-0.0015750194994792542,0.021009819477364928,0.00037900579219641477,0.0037496520052656287,0.0032159595634754052,0.006784510250813966
2016-03-07,0.004965240864288737,-0.012374905283779604,-0.006170567934779786,0.02293834961651926,0.001087223041803031,0.0
